"﻿Област","Община","Населено място","Код по Админ","Училище","БЕЛ Ср.Усп","БЕЛ Бр.","МАТ Ср.Усп","МАТ Бр.","ИЦ Ср.Усп","ИЦ Бр.","ФА Ср.Усп","ФА Бр.","ГИ Ср.Усп","ГИ Бр.","ХООС Ср.Усп","ХООС Бр.","ФИЛ Ср.Усп","ФИЛ Бр.","БЗО Ср.Усп","БЗО Бр.","АЕ Ср.Усп","АЕ Бр.","РЕ Ср.Усп","РЕ Бр.","НЕ Ср.Усп","НЕ Бр.","ИспЕ Ср.Усп","ИспЕ Бр.","ФрЕ Ср.Усп","ФрЕ Бр.","ИтЕ Ср.Усп","ИтЕ Бр.","2ДЗИ Ср.Усп","2ДЗИ Бр.","ср.успех","общо"
"Варна","Варна","Варна","400076","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","4,05","21","","","3,41","2","","","","","","","2,97","1","","","5,06","15","5,8","2","5,49","1","","","","","","","4,89","21","4,47","42"
"Варна","Варна","Варна","400074","Частна профилирана гимназия по информационни технологии и обществени комуникации ""Антоан дьо Сент-Екзюпери""","4,86","10","5,95","1","","","","","","","","","","","4,01","1","5,52","7","","","5,35","1","","","","","","","5,4","10","5,13","20"
"Варна","Варна","Варна","400070","Частна Търговска Гимназия","4,03","7","","","","","","","","","","","","","","","5,37","5","","","3,69","2","","","","","","","4,89","7","4,46","14"
"Варна","Варна","Варна","403538","Средно училище ""Неофит Бозвели""","3,57","41","","","2,79","1","","","3,6","4","","","2,75","4","3,9","22","4,22","7","5,14","2","3,88","3","","","","","","","3,85","43","3,71","84"
"Варна","Варна","Варна","403537","Средно училище ""Димчо Дебелянов""","3,96","21","3,1","1","3,63","4","","","3,44","4","","","3,4","6","3,73","2","5,1","4","5,98","1","","","","","","","","","3,89","22","3,92","43"
"Варна","Ветрино","Ветрино","400108","Средно училище ""Христо Ботев""","4,09","20","","","","","","","","","","","","","","","","","6","1","","","","","","","","","6","1","4,18","21"
"Варна","Вълчи дол","Вълчи дол","400112","Средно училище ""Васил Левски""","3,45","37","","","4,07","2","","","3,54","14","4,12","1","3,31","2","3,29","8","5,69","3","","","","","","","","","","","3,73","30","3,57","67"
"Варна","Вълчи дол","Стефан Караджа","400113","Професионална гимназия по земеделие и горско стопанство","2,93","52","","","","","","","","","","","","","3,48","8","","","","","","","","","","","","","3,48","8","3","60"
"Варна","Девня","Девня","400123","Среднo училище ""Васил Левски""","3,28","27","","","4,12","1","","","","","","","","","3,54","23","","","","","","","","","","","","","3,56","24","3,41","51"
"Варна","Долни чифлик","Долни чифлик","400127","Професионална гимназия по селско стопанствo ""Иван Владимирович Мичурин""","3,17","30","","","","","","","3,1","30","","","","","","","","","","","","","","","","","","","3,1","30","3,14","60"
"Варна","Долни чифлик","Долни чифлик","400126","СУ ""Васил Левски""","3,81","33","","","4,94","2","","","3,25","3","","","4,03","4","4,05","16","4,66","5","","","","","","","","","","","4,13","30","3,96","63"
"Варна","Дългопол","Дългопол","400136","Средно училище ""Свети Климент Охридски""","3,63","34","2,68","1","4,15","8","","","2,81","2","","","","","3,77","29","","","","","","","","","","","","","3,77","40","3,71","74"
"Варна","Дългопол","Медовец","400142","Средно училище ""Назъм Хикмет""","2,92","20","","","","","","","","","","","","","3,6","14","","","","","","","","","","","","","3,6","14","3,2","34"
"Варна","Провадия","Провадия","400150","Професионална гимназия по селско стопанство ""Земя""","3,12","62","2,7","1","3,51","2","","","2,83","6","","","","","2,9","20","","","","","","","","","","","","","2,92","29","3,05","91"
"Варна","Провадия","Провадия","400148","Средно училище ""Димитър Благоев""","4,58","43","3,84","1","","","","","4,49","15","","","4,24","4","4,59","12","5,68","9","5,63","1","","","","","","","","","4,76","42","4,67","85"
"Варна","Провадия","Провадия","400149","Професионална гимназия по хотелиерство, ресторантьорство и туризъм ""Цар Симеон Велики""","3,22","30","","","","","","","2,89","4","","","","","3,09","11","","","","","","","","","","","","","3,04","15","3,16","45"
"Варна","Суворово","Суворово","400166","Професионална гимназия по селско стопанство ""Свети Георги Победоносец""","3,21","31","","","","","","","","","","","","","3,16","6","","","","","","","","","","","","","3,16","6","3,21","37"
"Варна","Суворово","Суворово","400163","Средно училище ""Никола Йонков Вапцаров""","4,53","18","","","3,01","1","","","","","5,98","1","3,77","10","5,54","5","5,68","1","","","","","","","","","","","4,45","18","4,49","36"
"Велико Търново","","","","РУО ВЕЛИКО ТЪРНОВО","2,92","5","","","","","","","2,78","6","","","","","","","","","","","","","","","","","","","2,78","6","2,84","11"
"Велико Търново","Велико Търново","Велико Търново","300123","Профилирана езикова гимназия ""Проф. д-р Асен Златаров""","5,22","148","4,71","7","4,89","3","","","4,95","10","5,78","1","4,7","13","5,63","8","5,68","63","","","5,27","15","5,78","19","5,63","9","","","5,45","148","5,33","296"
"Велико Търново","Велико Търново","Велико Търново","300122","Природо-математическа гимназия ""Васил Друмев""","5,19","145","5,16","39","5,17","7","5,3","4","5,19","21","5,84","3","4,78","8","5,25","7","5,63","53","5,32","1","5,46","2","","","","","","","5,34","145","5,27","290"
"Велико Търново","Велико Търново","Велико Търново","300130","Професионална гимназия по електроника ""Александър Степанович Попов""","3,6","36","","","","","","","3,23","11","","","4","2","3,86","19","4,86","8","","","","","","","","","","","3,89","40","3,76","76"
"Велико Търново","Велико Търново","Велико Търново","300131","Професионална гимназия по моден дизайн","3,5","23","","","","","","","","","","","","","3,24","6","5,49","1","","","","","","","","","","","3,56","7","3,51","30"
"Велико Търново","Велико Търново","Велико Търново","300128","Професионална гимназия по строителство, архитектура и геодезия ""Ангел Попов""","4,05","68","4,15","8","3,47","6","","","3,5","19","","","3,49","4","3,76","18","5,16","12","","","","","","","","","","","3,94","67","4","135"
"Велико Търново","Велико Търново","Велико Търново","300132","Професионална гимназия по туризъм ""Д-р Васил Берон""","4,11","97","","","","","","","4,9","1","","","4,14","7","3,84","40","5,22","17","","","","","","","","","","","4,25","65","4,17","162"
